0;100
194;96.059
243;94.882
478;93.235
738;92.137
985;91.196
1245;90.176
1504;89.157
1739;88.059
1974;87.431
2221;86.098
2493;86.412
3012;83.98
3247;83.353
3742;82.02
3977;81.706
4237;80.922
4509;80.294
4731;79.902
4979;79.275
