0;99.376
122;96.357
216;95.191
400;93.075
673;91.723
764;90.666
996;90.071
1253;89.25
1518;88.17
1777;87.099
1975;85.735
2238;84.87
2500;83.992
2768;83.142
3031;82.274
3293;81.71
3551;80.441
3817;79.546
4067;78.807
4330;77.825
4465;77.602
