0;100
67;98.563
172;96.979
252;95.264
457;93.253
677;92.521
927;91.747
1186;90.995
1441;90.061
1696;89.002
1962;87.864
2221;86.84
2459;85.848
2732;85.076
2993;84.313
3246;83.693
3512;82.976
3761;82.364
4040;82.564
4307;81.855
4566;81.425
4823;81.349
5082;80.568
5338;80.151
5533;79.962
